deferred_dish_name,source_file,reason,reference_count,recommended_future_action
Puliyogare,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Pumpkin leaves curry,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Pundi gatti,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Puran poli piece,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Puran poli thali,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Puri shrikhand,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Pyaz paratha,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Quinoa poha,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Raabdi bajra,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Ragi ball curry,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Ragi crackers,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Ragi dosa,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Ragi dosa dinner,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Ragi dosa mini,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Ragi kanji,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Ragi malt,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,3,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Ragi mudde sambar,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,4,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Ragi porridge,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Ragi upma,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Rajasthani kadhi,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Rajasthani thali,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Rajgira chikki,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Rajgira chilla,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Rajgira paratha,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Rajma chawal,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Rajma paneer bowl,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Rajma rice,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Rajma rice extra curd,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Rajma salad bowl,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Rasam rice,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Raw banana shaak,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Red sauce pasta,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Rice cake,Class_Dish_Options_v3 (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
